Material,Material Description,Plant,Plant Name,Storage Location,Description of Storage Location,Special Stock Type,Special Stock Type Description,Unrestricted Stock,Stock in Quality Inspection,Blocked Stock,Base Unit,
300000390,BAG PLB PRONATURE BP 12KG,2915,ICS - ST-ALEXIS PLANT,291B,Zone B,,,9219,0,0,EA,
300000387,BAG O'SELECT UN 10KG,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,592,0,0,EA,
300000387,BAG O'SELECT UN 10KG,2912,ICN - NEWTON PLANT,291A,Zone A,,,23800,0,0,EA,
300000385,BAG O'SELECT MA 14KG,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,150,0,0,EA,
300000385,BAG O'SELECT MA 14KG,2912,ICN - NEWTON PLANT,291A,Zone A,,,27000,0,0,EA,
300000382,BAG ENVIRO-MAGIC BP 15KG,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,446,0,0,EA,
300000382,BAG ENVIRO-MAGIC BP 15KG,2916,ICP - ST-ALEXIS WAREHOUSE,291A,Zone A,,,4000,0,0,EA,
300000381,BAG CANADIAN FINE UN 15KG,2915,ICS - ST-ALEXIS PLANT,291B,Zone B,,,13000,0,0,EA,
300000381,BAG CANADIAN FINE UN 15KG,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,1699,0,0,EA,
300000380,BAG ENVIRO-MAGIC NAT UN 15KG,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,451,0,0,EA,
300000380,BAG ENVIRO-MAGIC NAT UN 15KG,2916,ICP - ST-ALEXIS WAREHOUSE,291A,Zone A,,,8150,0,0,EA,
300000379,BAG CHICO ODOUR OUT PPB UN 14KG,2915,ICS - ST-ALEXIS PLANT,291B,Zone B,,,15800,0,0,EA,
300000379,BAG CHICO ODOUR OUT PPB UN 14KG,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,319,0,0,EA,
300000378,BAG CHICO CHICO UN 14KG,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,7615,0,0,EA,
300000377,BAG SUPREME CATS LA 10KG,2916,ICP - ST-ALEXIS WAREHOUSE,291A,Zone A,,,8045,0,0,EA,
300000372,BAG O'SELECT NATURE UN 12.7KG,2915,ICS - ST-ALEXIS PLANT,291A,Zone A,,,284,0,0,EA,
300000372,BAG O'SELECT NATURE UN 12.7KG,2915,ICS - ST-ALEXIS PLANT,291B,Zone B,,,3200,0,0,EA,
300000371,LAMINATED BAG O'SELECT UP FB 12KG,2915,ICS - ST-ALEXIS PLANT,291B,Zone B,,,5000,0,0,EA,
300000371,LAMINATED BAG O'SELECT UP FB 12KG,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,3250,0,0,EA,
300000371,LAMINATED BAG O'SELECT UP FB 12KG,2916,ICP - ST-ALEXIS WAREHOUSE,291A,Zone A,,,6800,0,0,EA,
300000369,LAMINATED BAG O'SELECT UP UN 12KG,2915,ICS - ST-ALEXIS PLANT,291A,Zone A,,,5000,0,0,EA,
300000369,LAMINATED BAG O'SELECT UP UN 12KG,2915,ICS - ST-ALEXIS PLANT,291B,Zone B,,,5000,0,0,EA,
300000369,LAMINATED BAG O'SELECT UP UN 12KG,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,1708,0,0,EA,
300000369,LAMINATED BAG O'SELECT UP UN 12KG,2916,ICP - ST-ALEXIS WAREHOUSE,291A,Zone A,,,19125,0,0,EA,
300000365,BAG CANADA'S BEST BP 15KG,2915,ICS - ST-ALEXIS PLANT,291B,Zone B,,,20365,0,0,EA,
300000365,BAG CANADA'S BEST BP 15KG,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,4896,0,49,EA,
300000363,BAG CANADA'S BEST FB 10KG,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,7455,0,0,EA,
300000362,BAG CANADA'S BEST LA 10KG,2915,ICS - ST-ALEXIS PLANT,291B,Zone B,,,16760,0,0,EA,
300000362,BAG CANADA'S BEST LA 10KG,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,94,0,0,EA,
300000355,BAG ODOUR BUSTER ORIGINAL UN 14KG,2915,ICS - ST-ALEXIS PLANT,291A,Zone A,,,8100,0,0,EA,
300000355,BAG ODOUR BUSTER ORIGINAL UN 14KG,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,3952,0,0,EA,
300000355,BAG ODOUR BUSTER ORIGINAL UN 14KG,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,1000,0,0,EA,
300000355,BAG ODOUR BUSTER ORIGINAL UN 14KG,2917,ICE - ETOBICOKE PLANT,291P,Prod Stag Area,,,4050,0,0,EA,
300000352,BAG OB MC UN 12KG,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,3279,0,0,EA,
300000352,BAG OB MC UN 12KG,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,13150,1200,0,EA,
300000352,BAG OB MC UN 12KG,2917,ICE - ETOBICOKE PLANT,291P,Prod Stag Area,,,1900,0,0,EA,
300000351,BAG OB ORIGINAL UN 6.4KG,2915,ICS - ST-ALEXIS PLANT,291A,Zone A,,,1173,0,0,EA,
300000350,BAG OB ORIGINAL UN 6KG,2915,ICS - ST-ALEXIS PLANT,291A,Zone A,,,10800,0,0,EA,
300000350,BAG OB ORIGINAL UN 6KG,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,3000,0,0,EA,
300000350,BAG OB ORIGINAL UN 6KG,2916,ICP - ST-ALEXIS WAREHOUSE,291A,Zone A,,,18000,0,0,EA,
300000350,BAG OB ORIGINAL UN 6KG,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,600,0,0,EA,
300000349,BAG ECOLIFE FB 5.5KG,2915,ICS - ST-ALEXIS PLANT,291A,Zone A,,,969,0,0,EA,
300000349,BAG ECOLIFE FB 5.5KG,2915,ICS - ST-ALEXIS PLANT,291B,Zone B,,,12000,0,0,EA,
300000348,BAG SIMPLE UN 10KG,2912,ICN - NEWTON PLANT,291A,Zone A,,,70559,0,0,EA,
300000347,BAG SIMPLE UN 10KG,2912,ICN - NEWTON PLANT,291A,Zone A,,,30800,0,0,EA,
300000346,BAG SIMPLE UN 14KG,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,102,0,0,EA,
300000346,BAG SIMPLE UN 14KG,2912,ICN - NEWTON PLANT,291A,Zone A,,,42675,0,0,EA,
300000346,BAG SIMPLE UN 14KG,2915,ICS - ST-ALEXIS PLANT,291B,Zone B,,,5129,0,0,EA,
300000346,BAG SIMPLE UN 14KG,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,6580,0,0,EA,
300000345,RECYC LAMINATED BAG MAXCARE UN 12KG,2912,ICN - NEWTON PLANT,291C,Zone C,,,33000,0,0,EA,
300000345,RECYC LAMINATED BAG MAXCARE UN 12KG,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,2415,0,0,EA,
300000344,LAMINATED BAG MAXCARE UN 12KG,2912,ICN - NEWTON PLANT,291C,Zone C,,,26100,0,0,EA,
300000342,LAMINATED BAG ODOUR LOCK CB 12KG,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,3132,0,0,EA,
300000342,LAMINATED BAG ODOUR LOCK CB 12KG,2912,ICN - NEWTON PLANT,291C,Zone C,,,82225,0,0,EA,
300000342,LAMINATED BAG ODOUR LOCK CB 12KG,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,8200,0,0,EA,
300000341,RECYC LAMINATED BAG ODOUR LOCK CB 6KG,2912,ICN - NEWTON PLANT,291B,Zone B,,,5336,0,0,EA,
300000341,RECYC LAMINATED BAG ODOUR LOCK CB 6KG,2915,ICS - ST-ALEXIS PLANT,291A,Zone A,,,400,0,0,EA,
300000341,RECYC LAMINATED BAG ODOUR LOCK CB 6KG,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,7791,0,0,EA,
300000338,LAMINATED BAG ODOUR LOCK CHLA 12KG,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,5415,0,0,EA,
300000338,LAMINATED BAG ODOUR LOCK CHLA 12KG,2912,ICN - NEWTON PLANT,291C,Zone C,,,65750,0,0,EA,
300000338,LAMINATED BAG ODOUR LOCK CHLA 12KG,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,11103,0,0,EA,
300000338,LAMINATED BAG ODOUR LOCK CHLA 12KG,2917,ICE - ETOBICOKE PLANT,291P,Prod Stag Area,,,1410,0,0,EA,
300000337,RECYC LAMINATED BAG ODOUR LOCK CHLA 6KG,2912,ICN - NEWTON PLANT,291B,Zone B,,,20800,0,0,EA,
300000337,RECYC LAMINATED BAG ODOUR LOCK CHLA 6KG,2915,ICS - ST-ALEXIS PLANT,291A,Zone A,,,400,0,0,EA,
300000337,RECYC LAMINATED BAG ODOUR LOCK CHLA 6KG,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,9200,0,0,EA,
300000334,LAMINATED BAG ODOUR LOCK UN 12KG,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,20627,0,0,EA,
300000334,LAMINATED BAG ODOUR LOCK UN 12KG,2912,ICN - NEWTON PLANT,291C,Zone C,,,501500,0,0,EA,
300000334,LAMINATED BAG ODOUR LOCK UN 12KG,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,41950,0,0,EA,
300000333,RECYC LAMINATED BAG ODOUR LOCK UN 6KG,2912,ICN - NEWTON PLANT,291B,Zone B,,,166400,0,0,EA,
300000333,RECYC LAMINATED BAG ODOUR LOCK UN 6KG,2915,ICS - ST-ALEXIS PLANT,291B,Zone B,,,11200,0,0,EA,
300000333,RECYC LAMINATED BAG ODOUR LOCK UN 6KG,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,6765,0,0,EA,
300000330,LAMINATED BAG ODOUR LOCK BP 12KG,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,6529,0,0,EA,
300000330,LAMINATED BAG ODOUR LOCK BP 12KG,2912,ICN - NEWTON PLANT,291C,Zone C,,,82200,0,0,EA,
300000330,LAMINATED BAG ODOUR LOCK BP 12KG,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,6000,0,0,EA,
300000330,LAMINATED BAG ODOUR LOCK BP 12KG,2917,ICE - ETOBICOKE PLANT,291P,Prod Stag Area,,,1620,0,0,EA,
300000329,RECYC LAMINATED BAG ODOUR LOCK BP 6KG,2912,ICN - NEWTON PLANT,291B,Zone B,,,39260,0,2204,EA,
300000329,RECYC LAMINATED BAG ODOUR LOCK BP 6KG,2915,ICS - ST-ALEXIS PLANT,291B,Zone B,,,8400,0,0,EA,
300000329,RECYC LAMINATED BAG ODOUR LOCK BP 6KG,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,370,0,0,EA,
300000328,BAG ODOUR LOCK BP 6KG,2912,ICN - NEWTON PLANT,291B,Zone B,,,43200,0,0,EA,
300000328,BAG ODOUR LOCK BP 6KG,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,19068,0,0,EA,
300000327,BAG F4L CLMP ODOR DESTROYER LITTER 18LB,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,9650,0,0,EA,
300000327,BAG F4L CLMP ODOR DESTROYER LITTER 18LB,2917,ICE - ETOBICOKE PLANT,291P,Prod Stag Area,,,1450,0,0,EA,
300000326,BAG F4L CLMP ODOR DESTROYER LITTER 40LB,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,108593,1800,0,EA,
300000325,BAG CLASSIC PF 14KG,2912,ICN - NEWTON PLANT,291A,Zone A,,,28350,0,0,EA,
300000325,BAG CLASSIC PF 14KG,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,620,0,0,EA,
300000324,BAG CLASSIC LA 14KG,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,40,0,0,EA,
300000324,BAG CLASSIC LA 14KG,2912,ICN - NEWTON PLANT,291A,Zone A,,,17700,0,0,EA,
300000324,BAG CLASSIC LA 14KG,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,1000,0,0,EA,
300000324,BAG CLASSIC LA 14KG,2917,ICE - ETOBICOKE PLANT,291P,Prod Stag Area,,,275,0,0,EA,
300000323,BAG CLASSIC UN 14KG,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,208,0,0,EA,
300000323,BAG CLASSIC UN 14KG,2912,ICN - NEWTON PLANT,291A,Zone A,,,20300,0,0,EA,
300000323,BAG CLASSIC UN 14KG,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,1440,0,0,EA,
300000322,BAG CLASSIC BP 14KG,2911,ICB - BOUCHERVILLE PLANT,,,,,0,0,0,EA,
300000322,BAG CLASSIC BP 14KG,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,280,0,0,EA,
300000322,BAG CLASSIC BP 14KG,2912,ICN - NEWTON PLANT,291A,Zone A,,,14325,0,0,EA,
300000322,BAG CLASSIC BP 14KG,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,772,0,0,EA,
300000322,BAG CLASSIC BP 14KG,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,1260,0,0,EA,
300000321,BAG CAT EX UN 18KG,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,42,0,0,EA,
300000321,BAG CAT EX UN 18KG,2912,ICN - NEWTON PLANT,291A,Zone A,,,17400,0,0,EA,
300000320,LINER 1.5MIL 12 X 10 X 33,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,100960,0,0,EA,
300000320,LINER 1.5MIL 12 X 10 X 33,2917,ICE - ETOBICOKE PLANT,291P,Prod Stag Area,,,57907,0,0,EA,
300000320,LINER 1.5MIL 12 X 10 X 33,2920,Blücare Laboratories inc.,291A,Unrestricted,,,9000,0,0,EA,
300000319,BOX QUALICAT PI 22.7KG,2917,ICE - ETOBICOKE PLANT,291A,Zone A,,,0,590,0,EA,
300000319,BOX QUALICAT PI 22.7KG,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,0,1100,0,EA,
300000318,KAYLOR COUNTRY BLENDS 15LB BAG,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,34250,0,0,EA,
300000317,BAG PSP FS 40LB - 14 day OC,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,25800,0,0,EA,
300000316,BAG PSP LA 40LB - 14 day OC,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,49025,0,0,EA,
300000315,BAG PSP UN 40LB - 14 day OC,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,5820,0,0,EA,
300000314,BAG PSP FS 20LB - 14 day OC,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,21320,0,0,EA,
300000313,BAG PSP LA 20LB - 14 day OC,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,19835,0,0,EA,
300000312,BAG PSP UN 20LB - 14 day OC,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,22000,0,0,EA,
300000311,PAIL PSP FS 35LB - 14 day OC,1710,IAW - WINDSOR PLANT,171D,Aisle 4,,,12310,0,0,EA,
300000310,PAIL PSP LA 35LB - 14 day OC,1710,IAW - WINDSOR PLANT,171D,Aisle 4,,,8539,0,0,EA,
300000309,PAIL PSP UN 35LB - 14 day OC,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,240,0,0,EA,
300000309,PAIL PSP UN 35LB - 14 day OC,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,1440,0,0,EA,
300000309,PAIL PSP UN 35LB - 14 day OC,1710,IAW - WINDSOR PLANT,171D,Aisle 4,,,15989,0,0,EA,
300000308,NEW PAIL SO PHRESH ADV.OC SC 30LB RED,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,1200,0,0,EA,
300000308,NEW PAIL SO PHRESH ADV.OC SC 30LB RED,1710,IAW - WINDSOR PLANT,171D,Aisle 4,,,13593,0,0,EA,
300000307,NEW PAIL SO PHRESH ADV.OC UN 30LB GREEN,1710,IAW - WINDSOR PLANT,171D,Aisle 4,,,7779,0,0,EA,
300000306,NEW BAG SO PHRESH ADV.OC UN 40LB,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,54000,0,0,EA,
300000306,NEW BAG SO PHRESH ADV.OC UN 40LB,1710,IAW - WINDSOR PLANT,171E,Production Stage,,,1928,0,0,EA,
300000305,BAG FRESSNAPF PE BP 12KG,2911,ICB - BOUCHERVILLE PLANT,291B,Zone B,,,3400,0,0,EA,
300000305,BAG FRESSNAPF PE BP 12KG,2912,ICN - NEWTON PLANT,291A,Zone A,,,43975,0,0,EA,
300000304,BAG FRESSNAPF SENS Un 12KG,2911,ICB - BOUCHERVILLE PLANT,291B,Zone B,,,5195,0,0,EA,
300000304,BAG FRESSNAPF SENS Un 12KG,2912,ICN - NEWTON PLANT,291A,Zone A,,,39950,0,0,EA,
300000301,BAG FRESSNAPF PE XL BP 12KG,2911,ICB - BOUCHERVILLE PLANT,291B,Zone B,,,17000,0,0,EA,
300000301,BAG FRESSNAPF PE XL BP 12KG,2912,ICN - NEWTON PLANT,291A,Zone A,,,30600,0,0,EA,
300000201,BAG BLAIN HB 20LB,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,54,0,0,EA,
300000156,POUCH FILM BLUCARE HEMATURIA 20G,2920,Blücare Laboratories inc.,291A,Unrestricted,,,1500,0,0,EA,
300000155,DISPLAY BOX OL MAXCARE 10X8G,2920,Blücare Laboratories inc.,291A,Unrestricted,,,157,0,0,EA,
300000154,BOX WHITE SELLING UNIT,2920,Blücare Laboratories inc.,291A,Unrestricted,,,13794,0,0,EA,
300000153,POUCH FILM WHITE THIN OPPALYTE,2920,Blücare Laboratories inc.,291A,Unrestricted,,,1000,0,0,EA,
300000152,POUCH FILM WHITE 20G,2920,Blücare Laboratories inc.,291A,Unrestricted,,,103000,0,0,EA,
300000151,POUCH FILM CLOROX 20G,2920,Blücare Laboratories inc.,291A,Unrestricted,,,126000,0,0,EA,
300000150,POUCH FILM WBCL BOOSTER HEALTH 12G,2920,Blücare Laboratories inc.,291A,Unrestricted,,,23000,0,0,EA,
300000149,POUCH FILM BLUCARE MULTI-DETECT 15G,2920,Blücare Laboratories inc.,291A,Unrestricted,,,25500,0,0,EA,
300000148,POUCH FILM BLUCARE MULTI-DETECT 8G,2920,Blücare Laboratories inc.,291A,Unrestricted,,,1500,0,0,EA,
300000147,POUCH FILM WHITE 4000X8-10G,2920,Blücare Laboratories inc.,291A,Unrestricted,,,24250,0,0,EA,
300000146,WHITE ECOFRIENDLY FILM,2920,Blücare Laboratories inc.,291A,Unrestricted,,,500,0,0,EA,
300000143,POLY BAG HOLLYWOOD SC CLEAR BAG 20 LB,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,21450,0,0,EA,
300000139,BAG (RL) - ODOR LOCK CB 25LB V3,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,25600,0,0,EA,
300000137,BAG (RL) - ODOR LOCK LA 13 LB V3,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,18792,0,0,EA,
300000135,BAG (RL) - ODOR LOCK UN 13 LB V3,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,2000,0,0,EA,
300000135,BAG (RL) - ODOR LOCK UN 13 LB V3,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,48000,0,0,EA,
300000132,LID-PAIL SO PHRESH DO MULTI SC 30LB RED,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,14880,0,0,EA,
300000132,LID-PAIL SO PHRESH DO MULTI SC 30LB RED,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,2480,0,0,EA,
300000130,LID-PAIL SO PHRESH ADV.OC UN 30LB GREEN,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,4960,0,0,EA,
300000130,LID-PAIL SO PHRESH ADV.OC UN 30LB GREEN,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,6200,0,0,EA,
300000130,LID-PAIL SO PHRESH ADV.OC UN 30LB GREEN,1710,IAW - WINDSOR PLANT,171D,Aisle 4,,,550,0,0,EA,
300000127,LINER PKG 40LB HEB POURABLE BOX,1710,IAW - WINDSOR PLANT,171C,Aisle 3,,,780,0,0,EA,
300000126,LINER PKG 28LB HEB POURABLE BOX,1710,IAW - WINDSOR PLANT,171C,Aisle 3,,,17200,0,0,EA,
300000125,BOXIECAT EXTRA UN 16LB Bag - Exp - 146,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,2700,0,0,EA,
300000123,LB CAT MAGIC LESS TRACK UN 25LB,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,41887,0,0,EA,
300000122,BAG PLAIN WHITE 40LB,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,72650,0,0,EA,
300000121,BAG SIMPLE 40LB,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,44380,0,0,EA,
300000117,BAG F4L CLMP UN LITTER 40LB,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,6300,0,0,EA,
300000116,BAG F4L CLMP MC LITTER 40LB,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,324,0,0,EA,
300000114,BAG PSP LA 40LB,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,12271,0,0,EA,
300000109,BAG F&N UN 40LB,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,14290,10067,0,EA,
300000108,BAG F&N UN 20LB,1710,IAW - WINDSOR PLANT,171E,Production Stage,,,14789,0,0,EA,
300000107,BAG INTEGRITY MULTI UN 40LB,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,29400,0,0,EA,
300000107,BAG INTEGRITY MULTI UN 40LB,1710,IAW - WINDSOR PLANT,171E,Production Stage,,,5110,0,0,EA,
300000106,BAG INTEGRITY MULTI UN 20LB,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,34200,0,0,EA,
300000105,BAG INTEGRITY CLUMPING UN 40LB,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,37007,0,0,EA,
300000104,BAG INTEGRITY CLUMPING UN 20LB,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,56580,0,0,EA,
300000103,BAG F&N SC 20LB,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,25955,0,0,EA,
300000102,BAG F&N SC 40LB,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,15900,0,0,EA,
300000101,BAG CAT MAGIC CARBON UN 14LB,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,105464,0,0,EA,
300000100,BAG CAT MAGIC LESS TRACK 14LB,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,20750,0,0,EA,
300000099,BAG CAT MAGIC UN 14LB,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,124135,0,0,EA,
300000099,BAG CAT MAGIC UN 14LB,1710,IAW - WINDSOR PLANT,171C,Aisle 3,,,41300,0,0,EA,
300000098,BAG CAT MAGIC SC 14LB,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,67150,0,0,EA,
300000098,BAG CAT MAGIC SC 14LB,1710,IAW - WINDSOR PLANT,171C,Aisle 3,,,33000,0,0,EA,
300000096,POLY BAG HEB ORIGINAL UN 20LB,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,70400,0,0,EA,
300000096,POLY BAG HEB ORIGINAL UN 20LB,1710,IAW - WINDSOR PLANT,171E,Production Stage,,,16034,0,0,EA,
300000095,BAG BOXIECAT SC 40LB - 152,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,13100,0,0,EA,
300000092,SQUARE LID TEAR STRIP WHITE IN BDL,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,6400,0,0,EA,
300000092,SQUARE LID TEAR STRIP WHITE IN BDL,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,9600,0,0,EA,
300000092,SQUARE LID TEAR STRIP WHITE IN BDL,1710,IAW - WINDSOR PLANT,171D,Aisle 4,,,2445,0,0,EA,
300000091,LID SQ MAUSER 35LB,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,17920,0,0,EA,
300000091,LID SQ MAUSER 35LB,1710,IAW - WINDSOR PLANT,171D,Aisle 4,,,11544,0,0,EA,
300000087,PAIL HEB PRO SC 35LB,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,240,0,0,EA,
300000087,PAIL HEB PRO SC 35LB,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,240,0,0,EA,
300000087,PAIL HEB PRO SC 35LB,1710,IAW - WINDSOR PLANT,171D,Aisle 4,,,12047,0,0,EA,
300000086,PAIL HEB ORIGINAL UN 35LB,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,1200,0,0,EA,
300000086,PAIL HEB ORIGINAL UN 35LB,1710,IAW - WINDSOR PLANT,171D,Aisle 4,,,5555,0,0,EA,
300000085,PAIL BLAIN SC 35LB,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,3960,0,0,EA,
300000085,PAIL BLAIN SC 35LB,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,2420,0,0,EA,
300000085,PAIL BLAIN SC 35LB,1710,IAW - WINDSOR PLANT,171D,Aisle 4,,,216,0,0,EA,
300000084,PAIL BLAIN UN 35LB,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,440,0,0,EA,
300000084,PAIL BLAIN UN 35LB,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,220,0,0,EA,
300000084,PAIL BLAIN UN 35LB,1710,IAW - WINDSOR PLANT,171D,Aisle 4,,,489.001,0,0,EA,
300000081,BAG ARTEMIS BONO BOX UN 25LB,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,7200,0,0,EA,
300000080,BAG ARTEMIS BONO BOX SC 25LB,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,7200,0,0,EA,
300000079,LB MAXCARE UN 25LB,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,30500,0,0,EA,
300000078,LB ODOR LOCK CB 25LB,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,2800,0,0,EA,
300000077,LB ODOR LOCK LA 25LB,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,23120,0,0,EA,
300000076,LB ODOR LOCK 25LB US,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,5839,0,0,EA,
300000075,LB ODOR LOCK BP 25LB,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,21600,0,0,EA,
300000074,LB CAT MAGIC CARBON UN 25LB,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,34766,0,0,EA,
300000074,LB CAT MAGIC CARBON UN 25LB,1710,IAW - WINDSOR PLANT,171C,Aisle 3,,,21600,0,0,EA,
300000073,LB CAT MAGIC SC 25LB,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,4908,0,0,EA,
300000073,LB CAT MAGIC SC 25LB,1710,IAW - WINDSOR PLANT,171C,Aisle 3,,,36000,0,0,EA,
300000072,LB CAT MAGIC UN 25LB,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,2700,0,0,EA,
300000072,LB CAT MAGIC UN 25LB,1710,IAW - WINDSOR PLANT,171C,Aisle 3,,,14400,0,0,EA,
300000072,LB CAT MAGIC UN 25LB,1710,IAW - WINDSOR PLANT,171E,Production Stage,,,0,980,0,EA,
300000071,LINER 14.5 X 11 0.00125 HD,1710,IAW - WINDSOR PLANT,171C,Aisle 3,,,8217,0,0,KG,
300000071,LINER 14.5 X 11 0.00125 HD,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,770.219,0,0,KG,
