Material,Material Description,Plant,Plant Name,Storage Location,Description of Storage Location,Special Stock Type,Special Stock Type Description,Unrestricted Stock,Stock in Quality Inspection,Blocked Stock,Base Unit,
77011401,PRACTICAT BP 14KG BAG EURO PAL,2917,ICE - ETOBICOKE PLANT,291A,Zone A,,,5184,0,0,EA,
77000701,PRACTICAT BP 7KG BAG DISP PAL,2917,ICE - ETOBICOKE PLANT,291A,Zone A,,,6900,0,0,EA,
75131410,PETZEBA KYLI BP 14KG BAG EURO PAL,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,5,0,0,EA,
75131410,PETZEBA KYLI BP 14KG BAG EURO PAL,2916,ICP - ST-ALEXIS WAREHOUSE,291A,Zone A,,,144,0,0,EA,
73512001,FELIPURE CHBL 12KG BAG (RL) EURO PAL,2916,ICP - ST-ALEXIS WAREHOUSE,291A,Zone A,,,84,0,0,EA,
73512001,FELIPURE CHBL 12KG BAG (RL) EURO PAL,2916,ICP - ST-ALEXIS WAREHOUSE,291B,Zone B,,,1008,0,0,EA,
73506001,FELIPURE CHBL 6KG BAG (RL) EURO PAL,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,49,0,0,EA,
73506001,FELIPURE CHBL 6KG BAG (RL) EURO PAL,2916,ICP - ST-ALEXIS WAREHOUSE,291B,Zone B,,,2028,0,0,EA,
73412002,FELIPURE MC UN 12KG BAG (RL) EURO PAL,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,73,0,0,EA,
73412002,FELIPURE MC UN 12KG BAG (RL) EURO PAL,2916,ICP - ST-ALEXIS WAREHOUSE,291B,Zone B,,,2016,0,0,EA,
73412001,FELIPURE Un CARB. 12KG BAG (RL) EURO PAL,2916,ICP - ST-ALEXIS WAREHOUSE,291A,Zone A,,,84,0,0,EA,
73412001,FELIPURE Un CARB. 12KG BAG (RL) EURO PAL,2916,ICP - ST-ALEXIS WAREHOUSE,291B,Zone B,,,1344,0,0,EA,
73406001,FELIPURE Un CARB. 6KG BAG (RL) EURO PAL,2916,ICP - ST-ALEXIS WAREHOUSE,291B,Zone B,,,1014,0,0,EA,
73212001,FELIPURE MC FRCG 12KG BAG (RL) EURO PAL,2916,ICP - ST-ALEXIS WAREHOUSE,291A,Zone A,,,183,0,0,EA,
73212001,FELIPURE MC FRCG 12KG BAG (RL) EURO PAL,2916,ICP - ST-ALEXIS WAREHOUSE,291B,Zone B,,,2856,0,0,EA,
73206001,FELIPURE MC FRCG 6KG BAG (RL) EURO PAL,2916,ICP - ST-ALEXIS WAREHOUSE,291B,Zone B,,,2366,0,0,EA,
72610000,BUSINESSCOM HARMONY LE 10KG BAG EURO PAL,2914,ICM - NOTRE-DAME WAREHOUSE,291A,Zone A,,,2100,0,0,EA,
72610000,BUSINESSCOM HARMONY LE 10KG BAG EURO PAL,2914,ICM - NOTRE-DAME WAREHOUSE,291B,Zone B,,,420,0,0,EA,
72310000,BUSINESSCOM HARMONY BP 10KG BAG EURO PAL,2911,ICB - BOUCHERVILLE PLANT,291B,Zone B,,,77,0,0,EA,
72310000,BUSINESSCOM HARMONY BP 10KG BAG EURO PAL,2914,ICM - NOTRE-DAME WAREHOUSE,291A,Zone A,,,1785,0,0,EA,
72310000,BUSINESSCOM HARMONY BP 10KG BAG EURO PAL,2914,ICM - NOTRE-DAME WAREHOUSE,291B,Zone B,,,735,0,0,EA,
68015000,HUSSE Un 15KG BOX EURO PAL,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,28,0,0,EA,
68015000,HUSSE Un 15KG BOX EURO PAL,2914,ICM - NOTRE-DAME WAREHOUSE,291A,Zone A,,,192,0,0,EA,
61335100,FRISCO ODOR DEF La 35LB Bag HT PAL NEW,1710,IAW - WINDSOR PLANT,171F,Loading dock,,,216,0,0,EA,
60740000,FRISCO BS Un 40LB Bag HT PAL NEW,1710,IAW - WINDSOR PLANT,171F,Loading dock,,,504,0,0,EA,
60635000,PET FOOD EXPRESS (PFX) 30LB LA BAG HT PA,1710,IAW - WINDSOR PLANT,171E,Production Stage,,,0,0,70,EA,
60635000,PET FOOD EXPRESS (PFX) 30LB LA BAG HT PA,1716,IAG - WASTENOT MGMT GREELEY,171A,AISLE 1,,,840,0,0,EA,
60635000,PET FOOD EXPRESS (PFX) 30LB LA BAG HT PA,1716,IAG - WASTENOT MGMT GREELEY,171C,AISLE 3,,,560,0,0,EA,
60625000,PET FOOD EXPRESS (PFX) 30LB UN BAG HT PA,1716,IAG - WASTENOT MGMT GREELEY,171B,AISLE 2,,,1050,0,0,EA,
60625000,PET FOOD EXPRESS (PFX) 30LB UN BAG HT PA,1716,IAG - WASTENOT MGMT GREELEY,171C,AISLE 3,,,1050,0,0,EA,
60615000,PET FOOD EXPRESS (PFX) 15LB UN BAG HT PA,1716,IAG - WASTENOT MGMT GREELEY,171B,AISLE 2,,,360,0,0,EA,
60540100,FRISCO CLMP TP 40LB BAG HT PAL NEW,1710,IAW - WINDSOR PLANT,171C,Aisle 3,,,4480,0,0,EA,
60540100,FRISCO CLMP TP 40LB BAG HT PAL NEW,1710,IAW - WINDSOR PLANT,171F,Loading dock,,,168,0,0,EA,
60440100,FRISCO CLMP FB 40LB BAG HT PAL NEW,1710,IAW - WINDSOR PLANT,171C,Aisle 3,,,2240,0,0,EA,
60440100,FRISCO CLMP FB 40LB BAG HT PAL NEW,1710,IAW - WINDSOR PLANT,171F,Loading dock,,,3192,0,0,EA,
60340100,FRISCO CLMP La 40LB BAG HT PAL NEW,1710,IAW - WINDSOR PLANT,171C,Aisle 3,,,6720,0,0,EA,
60340100,FRISCO CLMP La 40LB BAG HT PAL NEW,1710,IAW - WINDSOR PLANT,171F,Loading dock,,,448,0,0,EA,
60040100,FRISCO CLMP UN 40LB BAG HT PAL NEW,1710,IAW - WINDSOR PLANT,171C,Aisle 3,,,5600,0,0,EA,
60040100,FRISCO CLMP UN 40LB BAG HT PAL NEW,1710,IAW - WINDSOR PLANT,171E,Production Stage,,,0,0,8,EA,
60040100,FRISCO CLMP UN 40LB BAG HT PAL NEW,1710,IAW - WINDSOR PLANT,171F,Loading dock,,,7616,0,0,EA,
60035100,FRISCO ODOR DEF UN 35LB BAG HT PAL NEW,1710,IAW - WINDSOR PLANT,171C,Aisle 3,,,3960,0,0,EA,
60035100,FRISCO ODOR DEF UN 35LB BAG HT PAL NEW,1710,IAW - WINDSOR PLANT,171F,Loading dock,,,1368,0,0,EA,
60024100,FRISCO CLMP FB 20LB BAG HT PAL NEW,1710,IAW - WINDSOR PLANT,171C,Aisle 3,,,2400,0,0,EA,
58455010,ECOLIFE FB 5.5KG BAG CHEP PAL,2914,ICM - NOTRE-DAME WAREHOUSE,291B,Zone B,,,1820,0,0,EA,
58455010,ECOLIFE FB 5.5KG BAG CHEP PAL,2917,ICE - ETOBICOKE PLANT,291A,Zone A,,,560,0,0,EA,
58314000,CLASSIC LA 14KG BAG CHEP PAL,2917,ICE - ETOBICOKE PLANT,291A,Zone A,,,320,0,0,EA,
58214000,CLASSIC Un 14KG BAG CHEP PAL,2911,ICB - BOUCHERVILLE PLANT,,,T,Stock in Transit,0,0,400,EA,
58214000,CLASSIC Un 14KG BAG CHEP PAL,2911,ICB - BOUCHERVILLE PLANT,291B,Zone B,,,293,0,0,EA,
58207000,CLASSIC Un 7KG BAG CHEP PAL,2914,ICM - NOTRE-DAME WAREHOUSE,291B,Zone B,,,600,0,0,EA,
58014000,CLASSIC BP 14KG BAG CHEP PAL,2917,ICE - ETOBICOKE PLANT,291A,Zone A,,,160,0,0,EA,
56612001,OL MAXCARE Un 25LB BAG (RL) HT PAL,1716,IAG - WASTENOT MGMT GREELEY,171D,AISLE 4,,,4752,0,0,EA,
56612000,OL MAXCARE Un 25LB Bag HT PAL,1716,IAG - WASTENOT MGMT GREELEY,171D,AISLE 4,,,2200,0,0,EA,
56425000,ODORLOCK CB 25LB BAG HT PAL,1716,IAG - WASTENOT MGMT GREELEY,171B,AISLE 2,,,2464,0,0,EA,
56425000,ODORLOCK CB 25LB BAG HT PAL,1716,IAG - WASTENOT MGMT GREELEY,171C,AISLE 3,,,616,0,0,EA,
56406013,ODORLOCK CB 13LB BAG HT PAL,1710,IAW - WINDSOR PLANT,,,,,0,0,0,EA,
56406013,ODORLOCK CB 13LB BAG HT PAL,1716,IAG - WASTENOT MGMT GREELEY,171B,AISLE 2,,,168,0,0,EA,
56400000,ODORLOCK UN 40LB BAG HT PAL,1716,IAG - WASTENOT MGMT GREELEY,171B,AISLE 2,,,448,0,0,EA,
56330000,CLASSIC La 30LB BAG HT PAL,1716,IAG - WASTENOT MGMT GREELEY,171D,AISLE 4,,,560,0,0,EA,
56325000,ODORLOCK La 25LB BAG HT PAL-,1716,IAG - WASTENOT MGMT GREELEY,171B,AISLE 2,,,1760,0,0,EA,
56307013,ODORLOCK La 13LB BAG (RL) HT PAL,1716,IAG - WASTENOT MGMT GREELEY,171B,AISLE 2,,,2184,0,0,EA,
56307013,ODORLOCK La 13LB BAG (RL) HT PAL,1716,IAG - WASTENOT MGMT GREELEY,171F,LOADING DOCK,,,0,0,168,EA,
56230000,CLASSIC UN 30LB BAG HT PAL,1716,IAG - WASTENOT MGMT GREELEY,171D,AISLE 4,,,1760,0,0,EA,
56230000,CLASSIC UN 30LB BAG HT PAL,1716,IAG - WASTENOT MGMT GREELEY,171F,LOADING DOCK,,,0,0,80,EA,
56125001,ODORLOCK UN 25LB BAG (RL) HT PAL,1716,IAG - WASTENOT MGMT GREELEY,171A,AISLE 1,,,8184,0,0,EA,
56125001,ODORLOCK UN 25LB BAG (RL) HT PAL,1716,IAG - WASTENOT MGMT GREELEY,171B,AISLE 2,,,1320,0,0,EA,
56125000,ODORLOCK UN 25LB BAG HT PAL,1716,IAG - WASTENOT MGMT GREELEY,171A,AISLE 1,,,8448,0,0,EA,
56106013,ODORLOCK UN 13LB BAG HT PAL,1716,IAG - WASTENOT MGMT GREELEY,171A,AISLE 1,,,4200,0,0,EA,
56106013,ODORLOCK UN 13LB BAG HT PAL,1716,IAG - WASTENOT MGMT GREELEY,171F,LOADING DOCK,,,0,0,168,EA,
56030000,CLASSIC BP 30LB BAG HT PAL,1716,IAG - WASTENOT MGMT GREELEY,171D,AISLE 4,,,80,0,0,EA,
56025000,ODORLOCK BP 25LB BAG HT PAL,1716,IAG - WASTENOT MGMT GREELEY,171A,AISLE 1,,,968,0,0,EA,
56018000,JUST CAT LITTER Un 18KG BAG DISP PAL,2914,ICM - NOTRE-DAME WAREHOUSE,291E,Zone E,,,2408,0,0,EA,
56006013,ODORLOCK BP 13LB BAG HT PAL,1716,IAG - WASTENOT MGMT GREELEY,171B,AISLE 2,,,1176,0,0,EA,
54416000,PLB PRONATURE Un 12KG BAG EURO PAL,2916,ICP - ST-ALEXIS WAREHOUSE,291A,Zone A,,,5,0,0,EA,
54413000,PLB PRONATURE BP 12KG BAG EURO PAL,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,50,0,0,EA,
54413000,PLB PRONATURE BP 12KG BAG EURO PAL,2916,ICP - ST-ALEXIS WAREHOUSE,291A,Zone A,,,2,0,0,EA,
53210001,O'SELECT Un 10KG BAG CHEP PAL,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,55,0,0,EA,
53014001,O'SELECT MA 14KG BAG CHEP PAL,2911,ICB - BOUCHERVILLE PLANT,291B,Zone B,,,111,0,0,EA,
51032000,QUALICAT EXTRA PI 22.7KG BOX PECO PAL,2911,ICB - BOUCHERVILLE PLANT,,,T,Stock in Transit,0,0,18207,EA,
51032000,QUALICAT EXTRA PI 22.7KG BOX PECO PAL,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,2601,0,0,EA,
51032000,QUALICAT EXTRA PI 22.7KG BOX PECO PAL,2912,ICN - NEWTON PLANT,,,T,Stock in Transit,0,0,2550,EA,
51032000,QUALICAT EXTRA PI 22.7KG BOX PECO PAL,2914,ICM - NOTRE-DAME WAREHOUSE,,,T,Stock in Transit,0,0,6375,EA,
51032000,QUALICAT EXTRA PI 22.7KG BOX PECO PAL,2914,ICM - NOTRE-DAME WAREHOUSE,291B,Zone B,,,2550,0,0,EA,
51032000,QUALICAT EXTRA PI 22.7KG BOX PECO PAL,2914,ICM - NOTRE-DAME WAREHOUSE,291E,Zone E,,,24225,0,0,EA,
51032000,QUALICAT EXTRA PI 22.7KG BOX PECO PAL,2917,ICE - ETOBICOKE PLANT,,,T,Stock in Transit,0,0,3825,EA,
51032000,QUALICAT EXTRA PI 22.7KG BOX PECO PAL,2917,ICE - ETOBICOKE PLANT,291A,Zone A,,,8670,0,0,EA,
51023000,QUALICAT MAX UN 18.14 KG Box PECO,1716,IAG - WASTENOT MGMT GREELEY,171A,AISLE 1,,,2520,0,0,EA,
51023000,QUALICAT MAX UN 18.14 KG Box PECO,1716,IAG - WASTENOT MGMT GREELEY,171F,LOADING DOCK,,,990,0,45,EA,
50612002,MAXCARE Un 12KG BAG (RL) CHEP PAL,2914,ICM - NOTRE-DAME WAREHOUSE,291E,Zone E,,,1408,0,0,EA,
50612002,MAXCARE Un 12KG BAG (RL) CHEP PAL,2917,ICE - ETOBICOKE PLANT,291A,Zone A,,,352,0,0,EA,
50412000,ODOUR LOCK CB 12KG BAG CHEP PAL,2911,ICB - BOUCHERVILLE PLANT,,,T,Stock in Transit,0,0,5016,EA,
50412000,ODOUR LOCK CB 12KG BAG CHEP PAL,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,172,0,0,EA,
50412000,ODOUR LOCK CB 12KG BAG CHEP PAL,2914,ICM - NOTRE-DAME WAREHOUSE,291E,Zone E,,,2288,0,0,EA,
50412000,ODOUR LOCK CB 12KG BAG CHEP PAL,2917,ICE - ETOBICOKE PLANT,291A,Zone A,,,1056,0,0,EA,
50406002,ODOUR LOCK CB 6KG BAG (RL) CHEP PAL,2914,ICM - NOTRE-DAME WAREHOUSE,291E,Zone E,,,840,0,0,EA,
50406002,ODOUR LOCK CB 6KG BAG (RL) CHEP PAL,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,49,0,0,EA,
50312000,ODOUR LOCK CHLA 12KG BAG CHEP PAL,2911,ICB - BOUCHERVILLE PLANT,,,T,Stock in Transit,0,0,3256,EA,
50312000,ODOUR LOCK CHLA 12KG BAG CHEP PAL,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,57,0,0,EA,
50312000,ODOUR LOCK CHLA 12KG BAG CHEP PAL,2913,ICL - BERIAULT WAREHOUSE,291A,Unrestricted,,,264,0,0,EA,
50312000,ODOUR LOCK CHLA 12KG BAG CHEP PAL,2914,ICM - NOTRE-DAME WAREHOUSE,291E,Zone E,,,1144,0,0,EA,
50312000,ODOUR LOCK CHLA 12KG BAG CHEP PAL,2917,ICE - ETOBICOKE PLANT,291A,Zone A,,,1056,0,0,EA,
50306002,ODOUR LOCK CHLA 6KG BAG (RL) CHEP PAL,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,168,0,0,EA,
50306002,ODOUR LOCK CHLA 6KG BAG (RL) CHEP PAL,2914,ICM - NOTRE-DAME WAREHOUSE,291E,Zone E,,,2352,0,0,EA,
50306002,ODOUR LOCK CHLA 6KG BAG (RL) CHEP PAL,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,50,0,0,EA,
50306002,ODOUR LOCK CHLA 6KG BAG (RL) CHEP PAL,2917,ICE - ETOBICOKE PLANT,291A,Zone A,,,672,0,0,EA,
50112000,ODOUR LOCK Un 12KG BAG CHEP PAL,2911,ICB - BOUCHERVILLE PLANT,,,T,Stock in Transit,0,0,6864,EA,
50112000,ODOUR LOCK Un 12KG BAG CHEP PAL,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,2112,2706,0,EA,
50112000,ODOUR LOCK Un 12KG BAG CHEP PAL,2914,ICM - NOTRE-DAME WAREHOUSE,291E,Zone E,,,2288,0,0,EA,
50112000,ODOUR LOCK Un 12KG BAG CHEP PAL,2917,ICE - ETOBICOKE PLANT,291A,Zone A,,,3256,0,0,EA,
50106002,ODOUR LOCK Un 6KG BAG (RL) CHEP PAL,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,168,0,0,EA,
50106002,ODOUR LOCK Un 6KG BAG (RL) CHEP PAL,2914,ICM - NOTRE-DAME WAREHOUSE,291E,Zone E,,,3360,0,0,EA,
50106002,ODOUR LOCK Un 6KG BAG (RL) CHEP PAL,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,109,0,0,EA,
50106002,ODOUR LOCK Un 6KG BAG (RL) CHEP PAL,2917,ICE - ETOBICOKE PLANT,291A,Zone A,,,1344,0,0,EA,
50012000,ODOUR LOCK BP 12KG BAG CHEP PAL,2911,ICB - BOUCHERVILLE PLANT,,,T,Stock in Transit,0,0,440,EA,
50012000,ODOUR LOCK BP 12KG BAG CHEP PAL,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,88,0,0,EA,
50012000,ODOUR LOCK BP 12KG BAG CHEP PAL,2914,ICM - NOTRE-DAME WAREHOUSE,291E,Zone E,,,1144,0,0,EA,
50012000,ODOUR LOCK BP 12KG BAG CHEP PAL,2917,ICE - ETOBICOKE PLANT,291A,Zone A,,,880,0,0,EA,
50006002,ODOUR LOCK BP 6KG BAG (RL) CHEP PAL,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,27,0,0,EA,
46000006,RECYCLAY SUPER BAG 1000 KG,2917,ICE - ETOBICOKE PLANT,291A,Zone A,,,35,0,0,EA,
45150041,ENVIRO-MAGIC BP 15KG BAG DISP PAL,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,18,0,0,EA,
45150002,CANADIAN FINE Un 15KG BAG EURO PAL,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,28,0,0,EA,
45150002,CANADIAN FINE Un 15KG BAG EURO PAL,2916,ICP - ST-ALEXIS WAREHOUSE,291A,Zone A,,,9,0,0,EA,
45150002,CANADIAN FINE Un 15KG BAG EURO PAL,2916,ICP - ST-ALEXIS WAREHOUSE,291B,Zone B,,,216,0,0,EA,
45150001,ENVIRO-MAGIC NAT Un 15KG BAG DISP PAL,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,72,0,0,EA,
45149991,CHICO ODOUR OUT PPB Un 14KG BAG DISP PAL,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,27,0,0,EA,
45149991,CHICO ODOUR OUT PPB Un 14KG BAG DISP PAL,2916,ICP - ST-ALEXIS WAREHOUSE,291A,Zone A,,,3,0,0,EA,
45140001,CHICO CHICO Un 14KG BAG DISP PAL,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,298,0,0,EA,
45140001,CHICO CHICO Un 14KG BAG DISP PAL,2916,ICP - ST-ALEXIS WAREHOUSE,291A,Zone A,,,6,0,0,EA,
45100235,SUPREME CATS LA 10KG BAG HT PAL,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,35,0,0,EA,
44550315,KITTY POO UN 15LB BAG HT PAL,1710,IAW - WINDSOR PLANT,,,,,0,0,0,EA,
44550315,KITTY POO UN 15LB BAG HT PAL,1716,IAG - WASTENOT MGMT GREELEY,171C,AISLE 3,,,2640,0,0,EA,
44550315,KITTY POO UN 15LB BAG HT PAL,1716,IAG - WASTENOT MGMT GREELEY,171D,AISLE 4,,,7200,0,0,EA,
44550315,KITTY POO UN 15LB BAG HT PAL,1716,IAG - WASTENOT MGMT GREELEY,171F,LOADING DOCK,,,0,0,120,EA,
44122004,O'SELECT NATURE Un 12.7KG BAG CHEP PAL,2915,ICS - ST-ALEXIS PLANT,291A,Zone A,,,62,0,0,EA,
44120345,O'SELECT UP FB 12KG BAG CHEP PAL,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,30,0,0,EA,
44120005,O'SELECT UP Un 12KG BAG CHEP PAL,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,6600,0,0,EA,
44120005,O'SELECT UP Un 12KG BAG CHEP PAL,2916,ICP - ST-ALEXIS WAREHOUSE,291A,Zone A,,,49,0,0,EA,
44080004,O'SELECT UP Un 7KG SUPL CHEP PAL,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,1,0,0,EA,
44062005,O'SELECT NAT Un 6.35KG BAG CHEP PAL,2915,ICS - ST-ALEXIS PLANT,291A,Zone A,,,2,0,0,EA,
42150043,CANADA'S BEST BP 15KG BAG EURO PAL,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,625,0,0,EA,
42150043,CANADA'S BEST BP 15KG BAG EURO PAL,2916,ICP - ST-ALEXIS WAREHOUSE,,,,,0,0,0,EA,
42150043,CANADA'S BEST BP 15KG BAG EURO PAL,2916,ICP - ST-ALEXIS WAREHOUSE,291A,Zone A,,,13,0,0,EA,
42150043,CANADA'S BEST BP 15KG BAG EURO PAL,2916,ICP - ST-ALEXIS WAREHOUSE,291B,Zone B,,,3816,0,0,EA,
42100343,CANADA'S BEST FB 10KG BAG EURO PAL,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,2530,0,0,EA,
42100343,CANADA'S BEST FB 10KG BAG EURO PAL,2916,ICP - ST-ALEXIS WAREHOUSE,291A,Zone A,,,10,0,0,EA,
42100233,CANADA'S BEST LA 10KG BAG EURO PAL,2916,ICP - ST-ALEXIS WAREHOUSE,291A,Zone A,,,3,0,0,EA,
41070233,SAHARA LA 7KG BAG EURO PAL,2916,ICP - ST-ALEXIS WAREHOUSE,291B,Zone B,,,624,0,0,EA,
41070043,SAHARA BP 7KG BAG EURO PAL,2916,ICP - ST-ALEXIS WAREHOUSE,291B,Zone B,,,624,0,0,EA,
41070003,SAHARA Un 7KG BAG EURO PAL,2916,ICP - ST-ALEXIS WAREHOUSE,291B,Zone B,,,468,0,0,EA,
40140005,ODOUR BUSTER OG Un 14KG BAG HT PAL,2916,ICP - ST-ALEXIS WAREHOUSE,291B,Zone B,,,320,0,0,EA,
40140004,ODOUR BUSTER OG Un 14KG BAG CHEP PAL,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,80,0,0,EA,
40140003,ODOUR BUSTER OG Un 14KG BAG EURO PAL,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,24,0,0,EA,
40140003,ODOUR BUSTER OG Un 14KG BAG EURO PAL,2916,ICP - ST-ALEXIS WAREHOUSE,291B,Zone B,,,1728,0,0,EA,
40140001,ODOUR BUSTER OG Un 14KG BAG DISP PAL,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,640,0,0,EA,
40140001,ODOUR BUSTER OG Un 14KG BAG DISP PAL,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,4014,0,0,EA,
40140001,ODOUR BUSTER OG Un 14KG BAG DISP PAL,2916,ICP - ST-ALEXIS WAREHOUSE,291A,Zone A,,,3,0,0,EA,
40140001,ODOUR BUSTER OG Un 14KG BAG DISP PAL,2916,ICP - ST-ALEXIS WAREHOUSE,291C,Zone C,,,7520,0,0,EA,
40140001,ODOUR BUSTER OG Un 14KG BAG DISP PAL,2917,ICE - ETOBICOKE PLANT,291A,Zone A,,,10080,0,0,EA,
40123254,ODORBUSTER MC UN 12KG BAG PECO,1716,IAG - WASTENOT MGMT GREELEY,171D,AISLE 4,,,1584,0,0,EA,
40123254,ODORBUSTER MC UN 12KG BAG PECO,2917,ICE - ETOBICOKE PLANT,291A,Zone A,,,264,0,1232,EA,
40120111,OB MC EU 12KG BAG HT PAL,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,39,0,0,EA,
40120005,ODOUR BUSTER MC Un 12KG BAG HT PAL,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,37,0,0,EA,
40120003,ODOUR BUSTER MC Un 12KG BAG EURO PAL,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,65,0,0,EA,
40120003,ODOUR BUSTER MC Un 12KG BAG EURO PAL,2916,ICP - ST-ALEXIS WAREHOUSE,291B,Zone B,,,1932,0,0,EA,
40120001,ODOUR BUSTER MC Un 12KG BAG DISP PAL,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,1648,0,0,EA,
40120001,ODOUR BUSTER MC Un 12KG BAG DISP PAL,2916,ICP - ST-ALEXIS WAREHOUSE,291A,Zone A,,,15,0,0,EA,
40120001,ODOUR BUSTER MC Un 12KG BAG DISP PAL,2916,ICP - ST-ALEXIS WAREHOUSE,291C,Zone C,,,5280,0,0,EA,
40120001,ODOUR BUSTER MC Un 12KG BAG DISP PAL,2917,ICE - ETOBICOKE PLANT,291A,Zone A,,,792,0,0,EA,
40060003,ODOUR BUSTER ORIG Un 6KG BAG EURO PAL,2916,ICP - ST-ALEXIS WAREHOUSE,291B,Zone B,,,338,0,0,EA,
40060001,ODOUR BUSTER ORIG Un 6KG BAG DISP PAL,2914,ICM - NOTRE-DAME WAREHOUSE,291E,Zone E,,,2352,0,0,EA,
40060001,ODOUR BUSTER ORIG Un 6KG BAG DISP PAL,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,1008,0,0,EA,
40060001,ODOUR BUSTER ORIG Un 6KG BAG DISP PAL,2916,ICP - ST-ALEXIS WAREHOUSE,291A,Zone A,,,6,0,0,EA,
40060001,ODOUR BUSTER ORIG Un 6KG BAG DISP PAL,2916,ICP - ST-ALEXIS WAREHOUSE,291C,Zone C,,,3360,0,0,EA,
40060001,ODOUR BUSTER ORIG Un 6KG BAG DISP PAL,2917,ICE - ETOBICOKE PLANT,291A,Zone A,,,1680,0,0,EA,
35000000,INTERSAND PROA MAIS 9.1KG BAG PAL JT,2912,ICN - NEWTON PLANT,291A,Zone A,,,500,0,0,EA,
35000000,INTERSAND PROA MAIS 9.1KG BAG PAL JT,2915,ICS - ST-ALEXIS PLANT,291A,Zone A,,,1,0,0,EA,
32612002,MAXCARE Un 12KG BAG (RL) DISP PAL,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,88,0,0,EA,
32612002,MAXCARE Un 12KG BAG (RL) DISP PAL,2914,ICM - NOTRE-DAME WAREHOUSE,291E,Zone E,,,528,0,0,EA,
32612002,MAXCARE Un 12KG BAG (RL) DISP PAL,2917,ICE - ETOBICOKE PLANT,291A,Zone A,,,1056,0,0,EA,
32455010,ECOLIFE FB 5.5KG BAG DISP PAL,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,140,0,0,EA,
32455010,ECOLIFE FB 5.5KG BAG DISP PAL,2914,ICM - NOTRE-DAME WAREHOUSE,291B,Zone B,,,140,0,0,EA,
32412000,ODOUR LOCK CB 12KG BAG DISP PAL,2917,ICE - ETOBICOKE PLANT,291A,Zone A,,,264,0,0,EA,
32312000,ODOUR LOCK CHLA 12KG BAG DISP PAL,2917,ICE - ETOBICOKE PLANT,291A,Zone A,,,88,0,0,EA,
32214000,CLASSIC Un 14KG BAG DISP PAL,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,584,0,0,EA,
32214000,CLASSIC Un 14KG BAG DISP PAL,2917,ICE - ETOBICOKE PLANT,291A,Zone A,,,400,0,0,EA,
32112000,ODOUR LOCK Un 12KG BAG DISP PAL,2911,ICB - BOUCHERVILLE PLANT,,,T,Stock in Transit,0,0,1408,EA,
32112000,ODOUR LOCK Un 12KG BAG DISP PAL,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,1936,0,0,EA,
32112000,ODOUR LOCK Un 12KG BAG DISP PAL,2917,ICE - ETOBICOKE PLANT,291A,Zone A,,,440,0,0,EA,
